item_id,name,flavor_text,effect_type,max_stack,change_job_to,required_level,bonus_max_hp,bonus_max_mp,bonus_strength,bonus_defense,bonus_intelligence,bonus_luck,bonus_speed,required_master_jobs,bonus_percent_max_hp,bonus_percent_max_mp,bonus_percent_strength,bonus_percent_defense,bonus_percent_intelligence,bonus_percent_luck,bonus_percent_speed,exp_multiplier,map_unlock_flag
3021,しあわせのせいすい,のむとなんだかついてるせいすい。運が2%上がる,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,,
3022,しあわせのいずみ,しあわせがあふれだすいずみの水。運が5%上がる,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,,
3023,すばやさのしずく,あしどりがかるくなるしずく。素早さが1%上がる,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,,
3024,すばやさのせいすい,かぜのようにかけられるせいすい。素早さが2%上がる,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,,
3025,すばやさのいずみ,そよかぜをとじこめたいずみの水。素早さが5%上がる,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,,
3026,いのちのつぼみ,ひらくのがたのしみなつぼみ。最大HPが5上がる,StatBoost,99,,1,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
3027,いのちのかじつ,たっぷりじゅくしたかじつ。最大HPが10上がる,StatBoost,99,,1,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
3028,まほうのたね,かじるとまほうのちからがわくたね。最大MPが1上がる,StatBoost,99,,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,
3029,まほうのふたば,まりょくをすってそだったふたば。最大MPが2上がる,StatBoost,99,,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,,
3030,まほうのつぼみ,ほんのりひかるふしぎなつぼみ。最大MPが5上がる,StatBoost,99,,1,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,,
3031,まほうのかじつ,まりょくがぎゅっとつまったかじつ。最大MPが10上がる,StatBoost,99,,1,0,10,0,0,0,0,0,,0,0,0,0,0,0,0,,
3032,ちからのたね,たべるとちからがわいてくるたね。腕力が1上がる,StatBoost,99,,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,,
3033,ちからのふたば,ぐんぐんそだつたくましいふたば。腕力が2上がる,StatBoost,99,,1,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,,
3034,ちからのつぼみ,ちからをためこんだつぼみ。腕力が5上がる,StatBoost,99,,1,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,,
3035,ちからのかじつ,かむほどちからがみなぎるかじつ。腕力が10上がる,StatBoost,99,,1,0,0,10,0,0,0,0,,0,0,0,0,0,0,0,,
3036,まもりのたね,からがとってもかたいたね。守備が1上がる,StatBoost,99,,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,
3037,まもりのふたば,しっかりねをはるふたば。守備が2上がる,StatBoost,99,,1,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,,
3038,まもりのつぼみ,かたくとじたまもりのつぼみ。守備が5上がる,StatBoost,99,,1,0,0,0,5,0,0,0,,0,0,0,0,0,0,0,,
3039,まもりのかじつ,かわがよろいみたいにかたいかじつ。守備が10上がる,StatBoost,99,,1,0,0,0,10,0,0,0,,0,0,0,0,0,0,0,,
3040,かしこさのたね,たべるとあたまがさえるたね。知力が1上がる,StatBoost,99,,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,
3041,かしこさのふたば,なんでもしっているふたば。知力が2上がる,StatBoost,99,,1,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,,
3042,かしこさのつぼみ,かんがえごとがすきなつぼみ。知力が5上がる,StatBoost,99,,1,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,,
3043,かしこさのかじつ,ちえがぎっしりつまったかじつ。知力が10上がる,StatBoost,99,,1,0,0,0,0,10,0,0,,0,0,0,0,0,0,0,,
3044,しあわせのたね,いいことがありそうなたね。運が1上がる,StatBoost,99,,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,
3045,しあわせのふたば,よつばになるかもしれないふたば。運が2上がる,StatBoost,99,,1,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,,
3046,しあわせのつぼみ,みているとえがおになるつぼみ。運が5上がる,StatBoost,99,,1,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,,
3047,しあわせのかじつ,しあわせのあじがするかじつ。運が10上がる,StatBoost,99,,1,0,0,0,0,0,10,0,,0,0,0,0,0,0,0,,
3048,すばやさのたね,たべるとあしがかるくなるたね。素早さが1上がる,StatBoost,99,,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,,
3049,すばやさのふたば,かぜとかけっこするふたば。素早さが2上がる,StatBoost,99,,1,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,,
3050,すばやさのつぼみ,いまにもとびだしそうなつぼみ。素早さが5上がる,StatBoost,99,,1,0,0,0,0,0,0,5,,0,0,0,0,0,0,0,,
3051,すばやさのかじつ,かぜよりはやくなれるかじつ。素早さが10上がる,StatBoost,99,,1,0,0,0,0,0,0,10,,0,0,0,0,0,0,0,,
3052,鬼武者の証,鬼武者へ転職するための証,ChangeJob,99,OniWarrior,30,0,0,0,0,0,0,0,Warrior,0,0,0,0,0,0,0,,
3053,ソードマスターの証,ソードマスターへ転職するための証,ChangeJob,99,SwordMaster,30,0,0,0,0,0,0,0,Warrior,0,0,0,0,0,0,0,,
3054,トリックスターの証,トリックスターへ転職するための証,ChangeJob,99,Trickster,30,0,0,0,0,0,0,0,Guardian,0,0,0,0,0,0,0,,
3055,クルセイダーの証,クルセイダーへ転職するための証,ChangeJob,99,Crusader,30,0,0,0,0,0,0,0,Guardian,0,0,0,0,0,0,0,,
3056,火魔導の証,火魔法使いへ転職するための証,ChangeJob,99,FireMage,30,0,0,0,0,0,0,0,Mage,0,0,0,0,0,0,0,,
3057,水魔導の証,水魔法使いへ転職するための証,ChangeJob,99,WaterMage,30,0,0,0,0,0,0,0,Mage,0,0,0,0,0,0,0,,
3058,風魔導の証,風魔法使いへ転職するための証,ChangeJob,99,WindMage,30,0,0,0,0,0,0,0,Mage,0,0,0,0,0,0,0,,
3059,神官の証,神官へ転職するための証,ChangeJob,99,HighPriest,30,0,0,0,0,0,0,0,Priest,0,0,0,0,0,0,0,,
3060,死霊の証,死霊使いへ転職するための証,ChangeJob,99,Necromancer,30,0,0,0,0,0,0,0,Priest,0,0,0,0,0,0,0,,
3061,スナイパーの証,スナイパーへ転職するための証,ChangeJob,99,Sniper,30,0,0,0,0,0,0,0,Ranger,0,0,0,0,0,0,0,,
3062,罠師の証,罠師へ転職するための証,ChangeJob,99,TrapMaster,30,0,0,0,0,0,0,0,Ranger,0,0,0,0,0,0,0,,
3063,覇道の証,グランドウォリアーへ転職するための証,ChangeJob,99,GrandWarrior,40,0,0,0,0,0,0,0,OniWarrior|SwordMaster,0,0,0,0,0,0,0,,
3064,守城の証,グランドガードへ転職するための証,ChangeJob,99,GrandGuard,40,0,0,0,0,0,0,0,SwordMaster|Trickster,0,0,0,0,0,0,0,,
3065,大魔導の証,グランドキャスターへ転職するための証,ChangeJob,99,GrandCaster,40,0,0,0,0,0,0,0,FireMage|WaterMage|WindMage,0,0,0,0,0,0,0,,
3066,大神官の証,グランドプリーストへ転職するための証,ChangeJob,99,GrandPriest,40,0,0,0,0,0,0,0,HighPriest|Necromancer,0,0,0,0,0,0,0,,
3067,猟王の証,グランドレンジャーへ転職するための証,ChangeJob,99,GrandRanger,40,0,0,0,0,0,0,0,Sniper|TrapMaster,0,0,0,0,0,0,0,,
3068,大将軍の証,大将軍へ転職するための証,ChangeJob,99,Shogun,50,0,0,0,0,0,0,0,GrandWarrior|GrandGuard,0,0,0,0,0,0,0,,
3069,大魔法使いの証,大魔法使いへ転職するための証,ChangeJob,99,Archmage,50,0,0,0,0,0,0,0,GrandCaster|GrandPriest,0,0,0,0,0,0,0,,
3070,大盗賊の証,大盗賊へ転職するための証,ChangeJob,99,GreatThief,50,0,0,0,0,0,0,0,Warrior|WindMage|GrandRanger,0,0,0,0,0,0,0,,
4001,始まりの古地図,見習い向けの短時間探索地図。宝の地図メニューから使用する,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
4002,静寂の古地図,小規模遠征向けの探索地図。宝の地図メニューから使用する,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
4003,黄金の古地図,中規模遠征向けの探索地図。宝の地図メニューから使用する,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
4004,秘境の古地図,上級者向け遠征地図。宝の地図メニューから使用する,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
4005,伝説の古地図,伝説級遠征地図。宝の地図メニューから使用する,StatBoost,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
3071,けいけんいくら,ぷちぷちおいしいこうきゅういくら。次のクエストで得られる経験値が1.1倍になる,ExpMultiplier,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.1,
3072,けいけんおすし,しょくにんがにぎったとくじょうのおすし。次のクエストで得られる経験値が1.5倍になる,ExpMultiplier,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.5,
3073,けいけんトリュフ,もりのほうせきとよばれるトリュフ。次のクエストで得られる経験値が2.0倍になる,ExpMultiplier,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2.0,
3074,けいけんキャビア,さいこうきゅうのキャビア。次のクエストで得られる経験値が3.0倍になる,ExpMultiplier,99,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.0,
3075,天界への招待状,天界の楽団への挑戦資格を得るための特別な招待状。一度使用すると消滅する,UnlockMap,1,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1
3076,黄金の道標,黄金の里への道を示す神秘の道標。一度使用すると消滅する,UnlockMap,1,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2
3077,武神の証,武神へ転職するための証,ChangeJob,99,Bushin,60,0,0,0,0,0,0,0,GrandWarrior,0,0,0,0,0,0,0,,
3078,星界王の証,星界王へ転職するための証,ChangeJob,99,Seikaiou,60,0,0,0,0,0,0,0,GrandCaster,0,0,0,0,0,0,0,,
3079,魔盗王の証,魔盗王へ転職するための証,ChangeJob,99,Matouou,60,0,0,0,0,0,0,0,GrandRanger,0,0,0,0,0,0,0,,
3080,守護神の証,守護神へ転職するための証,ChangeJob,99,Shugoshin,60,0,0,0,0,0,0,0,GreatKnight,0,0,0,0,0,0,0,,
3081,大騎士の証,大騎士へ転職するための証,ChangeJob,99,GreatKnight,50,0,0,0,0,0,0,0,GrandGuard,0,0,0,0,0,0,0,,
